team_a_name,team_b_name,team_a_pos,team_b_pos,team_a_ft_result,team_b_ft_result,team_a_ht_result,team_b_ht_result,team_a_won_perc,team_b_won_perc,team_a_lost_perc,team_b_lost_perc,team_a_draw_perc,team_b_draw_perc,team_a_avg_game_goals,team_b_avg_game_goals,team_a_avg_goals_scored,team_b_avg_goals_scored,team_a_avg_goals_conc,team_b_avg_goals_conc,team_a_clean_sheet,team_b_clean_sheet,team_a_failed_to_score,team_b_failed_to_score,team_a_o1_team,team_b_o1_team,team_a_o1_team_ag,team_b_o1_team_ag,team_a_btts,team_b_btts,team_a_btts_02,team_b_btts_02,team_a_o0,team_b_o0,team_a_o1,team_b_o1,team_a_02,team_b_02,team_a_o3,team_b_o3,team_a_o4,team_b_o4,team_a_avg_goals_fh,team_b_avg_goals_fh,team_a_avg_goals_fh_scored,team_b_avg_goals_fh_scored,team_a_avg_goals_fh_conc,team_b_avg_goals_fh_conc,team_a_cs_fh,team_b_cs_fh,team_a_fts_fh,team_b_fts_fh,team_a_btts_fh,team_b_btts_fh,team_a_o0_fh,team_b_o0_fh,team_a_o1_fh,team_b_o1_fh,team_a_avg_goals_sh,team_b_avg_goals_sh,team_a_avg_goals_sh_scored,team_b_avg_goals_sh_scored,team_a_avg_goals_sh_conc,team_b_avg_goals_sh_conc,team_a_cs_sh,team_b_cs_sh,team_a_fts_sh,team_b_fts_sh,team_a_btts_sh,team_b_btts_sh,team_a_o0_sh,team_b_o0_sh,team_a_o1_sh,team_b_o1_sh,team_a_avg_game_corners,team_b_avg_game_corners,team_a_o7_game_corners,team_b_o7_game_corners,team_a_o8_game_corners,team_b_o8_game_corners,team_a_o9_game_corners,team_b_o9_game_corners,team_a_o10_game_corners,team_b_o10_game_corners,team_a_avg_game_corners_fh,team_b_avg_game_corners_fh,team_a_o2_corners_fh,team_b_o2_corners_fh,team_a_o3_corners_fh,team_b_o3_corners_fh,team_a_o4_corners_fh,team_b_o4_corners_fh,team_a_avg_game_corners_sh,team_b_avg_game_corners_sh,team_a_o3_corners_sh,team_b_o3_corners_sh,team_a_o4_corners_sh,team_b_o4_corners_sh,team_a_o5_corners_sh,team_b_o5_corners_sh,team_a_avg_corners_for,team_b_avg_corners_for,team_a_avg_corners_ag,team_b_avg_corners_ag,team_a_o3_team_corners,team_b_o3_team_corners,team_a_o4_team_corners,team_b_o4_team_corners,team_a_o5_team_corners,team_b_o5_team_corners,team_a_o0_team_corners_fh,team_b_o0_team_corners_fh,team_a_o1_team_corners_fh,team_b_o1_team_corners_fh,team_a_o2_team_corners_fh,team_b_o2_team_corners_fh,team_a_o3_team_corners_fh,team_b_o3_team_corners_fh,team_a_o0_team_corners_sh,team_b_o0_team_corners_sh,team_a_o1_team_corners_sh,team_b_o1_team_corners_sh,team_a_o2_team_corners_sh,team_b_o2_team_corners_sh,team_a_o3_team_corners_sh,team_b_o3_team_corners_sh,team_a_corners_result,team_b_corners_result,team_a_corners_result_fh,team_b_corners_result_fh,team_a_corners_result_sh,team_b_corners_result_sh
ASK Klagenfurt,Feldkirchen,0.4444444444444444,0.3888888888888889,2,0,1,0,0.2,0.4,0.8,0.4,0.0,0.2,4.0,2.4,1.4,1.4,2.6,1.0,0.0,0.2,0.4,0.4,0.6,0.4,0.6,0.2,0.6,0.4,0.6,0.2,1.0,1.0,0.8,0.6,0.6,0.4,0.4,0.2,0.4,0.2,1.67,0.0,0.0,0.0,1.67,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,1.33,1.0,0.67,0.0,0.67,1.0,0.33,0.0,0.67,1.0,0.33,0.0,0.67,1.0,0.33,0.0,8.0,13.5,0.67,1.0,0.33,1.0,0.0,1.0,0.0,1.0,4.33,8.5,0.67,1.0,0.67,1.0,0.67,1.0,3.67,5.0,0.33,0.5,0.33,0.5,0.33,0.5,3.0,8.5,6.67,5.0,0.33,1.0,0.33,1.0,0.0,1.0,0.67,1.0,0.33,1.0,0.0,1.0,0.0,1.0,0.33,1.0,0.0,0.5,0.0,0.5,0.0,0.5,68,58,6,2,3,6
Köttmannsdorf,St. Jakob Rosental,0.1111111111111111,0.3333333333333333,2,1,1,0,0.2,0.4,0.6,0.4,0.2,0.2,2.4,2.0,0.8,1.0,1.6,1.0,0.4,0.4,0.4,0.2,0.2,0.2,0.6,0.4,0.4,0.4,0.4,0.2,0.8,1.0,0.6,0.8,0.4,0.2,0.4,0.0,0.2,0.0,1.0,0.5,0.25,0.5,0.75,0.0,0.5,1.0,0.75,0.5,0.0,0.0,0.75,0.5,0.25,0.0,1.5,1.0,0.75,1.0,0.75,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,11.5,7.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,5.75,5.0,1.0,1.0,1.0,1.0,0.5,1.0,5.75,2.5,1.0,0.0,0.5,0.0,0.5,0.0,4.75,4.0,7.5,3.5,0.75,0.5,0.5,0.5,0.25,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.5,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.0,6,9,2,4,4,5
Mauerwerk,Mannsdorf,0.7857142857142857,0.42857142857142855,0,0,0,0,0.6,0.4,0.4,0.0,0.0,0.6,2.0,3.2,0.8,1.8,1.2,1.4,0.6,0.4,0.2,0.2,0.0,0.4,0.4,0.4,0.2,0.6,0.2,0.4,1.0,0.8,0.4,0.6,0.4,0.4,0.2,0.4,0.0,0.4,0.4,0.8,0.4,0.2,0.0,0.6,1.0,0.8,0.6,0.8,0.0,0.2,0.4,0.2,0.0,0.2,1.6,2.4,0.4,1.6,1.2,0.8,0.6,0.4,0.6,0.2,0.0,0.6,0.8,0.8,0.4,0.6,8.8,11.8,0.6,1.0,0.6,1.0,0.4,1.0,0.4,1.0,4.2,5.6,1.0,1.0,0.6,0.8,0.2,0.6,4.6,6.2,0.6,1.0,0.6,0.6,0.4,0.6,3.2,6.4,6.0,5.4,0.6,1.0,0.2,1.0,0.0,0.6,0.8,1.0,0.6,0.8,0.4,0.6,0.0,0.2,0.8,1.0,0.6,1.0,0.0,0.6,0.0,0.4,3,0,1,0,2,0
Waasland-Beveren,Royal Excel Mouscron,0.5,0.875,2,0,0,0,0.6,0.2,0.2,0.6,0.2,0.2,2.2,1.2,1.4,0.2,0.8,1.0,0.2,0.4,0.2,0.8,0.4,0.0,0.0,0.4,0.6,0.0,0.4,0.0,1.0,0.8,0.6,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.6,0.4,0.4,0.2,0.2,0.2,0.8,0.8,0.6,0.8,0.0,0.0,0.6,0.4,0.0,0.0,1.6,0.8,1.0,0.0,0.6,0.8,0.4,0.4,0.4,1.0,0.2,0.0,1.0,0.6,0.4,0.2,11.8,10.0,0.8,0.8,0.8,0.6,0.8,0.6,0.8,0.6,7.2,3.6,1.0,0.8,0.8,0.4,0.8,0.2,4.6,6.4,0.8,1.0,0.4,1.0,0.4,0.4,6.8,3.8,5.0,6.2,1.0,0.6,0.8,0.6,0.8,0.0,0.8,0.8,0.8,0.6,0.6,0.4,0.4,0.2,1.0,1.0,0.8,0.4,0.6,0.2,0.4,0.2,2,2,0,1,2,1
Lierse Kempenzonen,Excelsior Virton,0.75,1.0,1,1,0,1,0.4,0.0,0.4,1.0,0.2,0.0,1.6,3.2,0.8,0.6,0.8,2.6,0.4,0.0,0.4,0.4,0.2,0.0,0.2,1.0,0.2,0.6,0.0,0.6,1.0,1.0,0.6,1.0,0.0,1.0,0.0,0.2,0.0,0.0,0.8,1.2,0.4,0.4,0.4,0.8,0.6,0.4,0.6,0.6,0.2,0.2,0.6,0.8,0.2,0.4,0.8,2.0,0.4,0.2,0.4,1.8,0.8,0.0,0.8,0.8,0.0,0.2,0.4,1.0,0.4,0.6,11.8,11.4,0.8,0.8,0.8,0.6,0.8,0.6,0.8,0.6,4.4,7.6,0.8,1.0,0.6,0.8,0.6,0.8,7.4,3.8,1.0,0.4,1.0,0.2,0.6,0.2,5.0,3.0,6.8,8.4,0.6,0.4,0.6,0.2,0.6,0.0,0.6,0.8,0.4,0.4,0.0,0.4,0.0,0.2,1.0,1.0,0.8,0.2,0.6,0.0,0.6,0.0,1,1,1,0,0,1
Napoli,Roma,0.15,0.25,1,1,1,0,0.4,0.6,0.4,0.0,0.2,0.4,3.2,2.8,1.8,1.8,1.4,1.0,0.0,0.4,0.2,0.0,0.6,0.4,0.2,0.4,0.8,0.6,0.6,0.4,1.0,1.0,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.2,1.2,1.4,0.6,1.2,0.6,0.2,0.4,0.8,0.6,0.4,0.2,0.0,0.8,0.8,0.2,0.2,2.0,1.4,1.2,0.6,0.8,0.8,0.4,0.6,0.4,0.4,0.2,0.2,1.0,0.8,0.6,0.4,9.0,7.8,0.6,0.6,0.6,0.4,0.6,0.2,0.4,0.0,5.0,3.8,0.8,1.0,0.8,0.4,0.6,0.2,4.0,4.0,0.6,0.8,0.2,0.2,0.2,0.2,6.0,4.4,3.0,3.4,0.8,0.6,0.6,0.2,0.6,0.2,1.0,1.0,1.0,0.8,0.6,0.2,0.4,0.0,1.0,1.0,0.8,0.6,0.4,0.2,0.2,0.2,5,5,4,3,1,2
Atalanta,Hellas Verona,0.4,0.5,1,2,0,1,0.2,0.0,0.4,0.4,0.4,0.6,2.6,2.4,1.4,0.8,1.2,1.6,0.4,0.0,0.2,0.4,0.2,0.2,0.4,0.6,0.6,0.6,0.4,0.2,0.8,1.0,0.8,1.0,0.6,0.2,0.4,0.2,0.0,0.0,0.8,1.6,0.4,0.6,0.4,1.0,0.8,0.2,0.8,0.6,0.0,0.2,0.4,1.0,0.4,0.6,1.8,0.8,1.0,0.2,0.8,0.6,0.4,0.6,0.2,0.8,0.6,0.0,0.8,0.6,0.8,0.2,9.2,9.0,0.6,0.6,0.6,0.6,0.4,0.6,0.2,0.4,3.4,4.2,0.6,0.8,0.4,0.6,0.4,0.4,5.8,4.8,0.8,0.8,0.4,0.6,0.2,0.2,6.4,3.6,2.8,5.4,0.8,0.4,0.6,0.4,0.6,0.2,0.8,0.8,0.6,0.4,0.4,0.2,0.4,0.2,1.0,1.0,1.0,0.6,0.8,0.4,0.6,0.0,10,1,5,0,5,1
FC Barcelona,Cádiz,0.1,0.9,0,1,0,0,1.0,0.2,0.0,0.4,0.0,0.4,4.0,1.6,3.2,0.8,0.8,0.8,0.6,0.6,0.0,0.4,0.8,0.2,0.4,0.4,0.4,0.4,0.4,0.4,1.0,0.6,0.8,0.6,0.8,0.4,0.8,0.0,0.4,0.0,2.0,1.0,1.8,0.6,0.2,0.4,0.8,0.6,0.2,0.4,0.2,0.4,0.8,0.6,0.6,0.4,2.0,0.6,1.4,0.2,0.6,0.4,0.6,0.6,0.0,0.8,0.4,0.0,1.0,0.6,0.6,0.0,7.0,7.0,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.0,3.2,3.6,0.8,0.6,0.4,0.4,0.0,0.4,3.8,3.4,0.6,0.4,0.4,0.2,0.2,0.2,5.4,3.4,1.6,3.6,0.8,0.6,0.8,0.0,0.2,0.0,1.0,0.8,1.0,0.4,0.6,0.0,0.2,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.2,0.2,8,1,3,0,5,1
Sacachispas,Agropecuario,0.7837837837837838,0.5405405405405406,0,0,0,0,0.25,0.0,0.25,0.4,0.5,0.6,2.25,1.6,1.25,0.6,1.0,1.0,0.0,0.2,0.25,0.6,0.25,0.2,0.0,0.2,0.75,0.4,0.25,0.2,1.0,0.8,0.75,0.4,0.25,0.2,0.25,0.2,0.0,0.0,0.5,0.6,0.25,0.2,0.25,0.4,0.75,0.6,0.75,0.8,0.0,0.2,0.5,0.4,0.0,0.2,1.75,1.0,1.0,0.4,0.75,0.6,0.25,0.4,0.25,0.6,0.5,0.2,1.0,0.8,0.5,0.2,11.75,8.6,1.0,0.6,0.75,0.6,0.75,0.6,0.5,0.2,4.75,3.8,1.0,1.0,0.75,0.4,0.25,0.2,7.0,4.8,1.0,0.6,1.0,0.4,0.75,0.4,5.0,5.0,6.75,3.6,0.75,0.6,0.75,0.4,0.25,0.4,0.75,1.0,0.75,0.6,0.25,0.2,0.25,0.0,1.0,1.0,0.75,0.8,0.75,0.4,0.25,0.4,2,0,0,0,2,0
Nueva Chicago,Guillermo Brown,0.6756756756756757,0.2972972972972973,2,2,0,1,0.2,0.6,0.2,0.4,0.6,0.0,0.8,2.0,0.4,1.0,0.4,1.0,0.6,0.4,0.6,0.2,0.0,0.2,0.0,0.2,0.2,0.4,0.0,0.4,0.6,1.0,0.2,0.4,0.0,0.4,0.0,0.2,0.0,0.0,0.4,0.6,0.2,0.0,0.2,0.6,0.8,0.6,0.8,1.0,0.2,0.0,0.2,0.4,0.2,0.2,0.4,1.4,0.2,1.0,0.2,0.4,0.8,0.6,0.8,0.2,0.0,0.2,0.4,1.0,0.0,0.4,8.0,10.0,0.6,0.8,0.4,0.8,0.4,0.8,0.4,0.6,3.4,6.6,0.8,1.0,0.2,1.0,0.2,1.0,4.6,3.4,0.8,0.4,0.4,0.2,0.2,0.2,3.4,5.4,4.6,4.6,0.4,0.8,0.4,0.6,0.2,0.6,0.8,1.0,0.6,1.0,0.4,0.8,0.0,0.6,0.8,0.8,0.4,0.4,0.4,0.4,0.0,0.2,1,3,0,1,1,2
Estudiantes Río Cuarto,Estudiantes Caseros,0.5135135135135135,0.4864864864864865,2,1,2,0,0.2,0.4,0.2,0.4,0.6,0.2,1.6,2.0,0.8,1.0,0.8,1.0,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.0,0.4,0.8,1.0,0.8,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.8,0.2,0.4,0.8,0.4,0.4,0.6,0.8,0.6,0.0,0.2,0.8,0.6,0.2,0.2,0.6,1.2,0.6,0.6,0.0,0.6,1.0,0.6,0.4,0.6,0.0,0.2,0.6,0.6,0.0,0.4,10.4,7.8,0.8,0.2,0.8,0.2,0.6,0.2,0.6,0.2,4.6,3.4,0.8,0.4,0.6,0.4,0.6,0.4,5.8,4.4,1.0,0.8,0.8,0.4,0.8,0.2,7.8,4.6,2.6,3.2,1.0,0.6,0.6,0.4,0.6,0.4,1.0,1.0,0.8,0.4,0.6,0.4,0.4,0.2,1.0,1.0,1.0,0.8,0.8,0.4,0.6,0.2,3,3,2,2,1,1
Blau-Weiß Linz,Wacker Innsbruck,0.1875,0.5,3,0,2,0,0.6,0.2,0.0,0.6,0.4,0.2,3.6,2.4,2.6,1.0,1.0,1.4,0.4,0.2,0.0,0.4,0.8,0.4,0.4,0.4,0.6,0.4,0.4,0.4,1.0,1.0,1.0,0.4,0.6,0.4,0.4,0.4,0.2,0.2,1.8,1.6,1.0,0.6,0.8,1.0,0.6,0.4,0.2,0.6,0.4,0.2,0.8,0.8,0.4,0.4,1.8,0.8,1.6,0.4,0.2,0.4,0.8,0.6,0.0,0.8,0.2,0.0,1.0,0.6,0.6,0.2,8.8,12.6,0.8,1.0,0.4,1.0,0.2,0.6,0.2,0.6,3.8,5.8,1.0,1.0,0.8,0.8,0.0,0.8,5.0,6.8,0.8,0.8,0.4,0.8,0.2,0.6,6.0,8.2,2.8,4.4,1.0,1.0,0.6,0.8,0.6,0.8,1.0,1.0,1.0,0.8,0.8,0.8,0.2,0.8,1.0,1.0,0.8,0.6,0.6,0.6,0.2,0.4,2,4,1,2,1,2
Kapfenberger SV,Amstetten,0.6875,0.25,0,2,0,2,0.4,0.2,0.2,0.6,0.4,0.2,2.4,3.4,1.4,1.2,1.0,2.2,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.2,0.8,1.0,0.8,1.0,0.4,0.6,0.2,0.2,0.2,0.2,1.4,2.0,0.6,0.6,0.8,1.4,0.4,0.2,0.6,0.6,0.2,0.2,0.8,1.0,0.2,0.6,1.0,1.4,0.8,0.6,0.2,0.8,0.8,0.6,0.2,0.6,0.2,0.0,0.8,0.8,0.2,0.4,11.8,11.6,1.0,0.8,1.0,0.8,1.0,0.6,1.0,0.6,6.0,5.4,1.0,0.8,1.0,0.8,0.8,0.6,5.8,6.2,1.0,1.0,1.0,0.8,0.6,0.4,5.8,4.2,6.0,7.4,1.0,0.6,0.8,0.4,0.6,0.2,1.0,1.0,0.8,0.4,0.4,0.2,0.0,0.0,1.0,1.0,0.8,1.0,0.8,0.4,0.6,0.2,9,4,0,1,9,3
Liefering,Lafnitz,0.3125,0.375,1,1,1,1,0.2,0.0,0.4,0.6,0.4,0.4,2.6,3.0,1.0,1.0,1.6,2.0,0.4,0.0,0.6,0.2,0.4,0.2,0.4,0.8,0.4,0.8,0.4,0.6,0.6,1.0,0.4,1.0,0.4,0.8,0.4,0.2,0.4,0.0,0.8,1.4,0.2,0.4,0.6,1.0,0.4,0.0,0.8,0.6,0.2,0.4,0.6,1.0,0.2,0.4,1.8,1.6,0.8,0.6,1.0,1.0,0.6,0.2,0.6,0.4,0.4,0.6,0.4,0.8,0.4,0.8,12.0,12.4,1.0,1.0,1.0,0.8,0.8,0.6,0.8,0.6,5.6,5.4,1.0,1.0,0.8,0.8,0.8,0.6,6.4,7.0,1.0,1.0,1.0,0.6,0.8,0.6,3.8,5.0,8.2,7.4,0.2,0.8,0.2,0.4,0.2,0.4,1.0,1.0,0.6,0.4,0.2,0.2,0.2,0.2,0.6,1.0,0.4,0.8,0.2,0.8,0.2,0.4,2,6,1,4,1,2
Austria Lustenau,Dornbirn,0.0625,0.9375,4,0,1,0,0.6,0.2,0.2,0.8,0.2,0.0,2.8,3.0,1.8,0.6,1.0,2.4,0.2,0.0,0.0,0.6,0.6,0.2,0.2,0.6,0.8,0.4,0.6,0.4,1.0,1.0,1.0,0.8,0.6,0.6,0.2,0.4,0.0,0.2,1.0,1.6,0.8,0.4,0.2,1.2,0.8,0.4,0.4,0.6,0.0,0.2,0.8,0.8,0.2,0.4,1.8,1.4,1.0,0.2,0.8,1.2,0.4,0.0,0.2,0.8,0.4,0.2,1.0,1.0,0.8,0.4,10.8,13.0,0.8,1.0,0.8,1.0,0.4,1.0,0.4,0.8,6.4,7.6,1.0,1.0,1.0,1.0,0.6,0.8,4.4,5.4,0.6,0.8,0.6,0.8,0.2,0.6,6.0,3.0,4.8,10.0,0.6,0.4,0.6,0.2,0.4,0.0,1.0,1.0,0.6,0.8,0.4,0.2,0.4,0.0,1.0,0.6,0.8,0.4,0.4,0.0,0.0,0.0,6,6,2,3,4,3
Rapid Wien II,Vorwärts Steyr,0.625,0.8125,2,2,0,1,0.2,0.2,0.6,0.4,0.2,0.4,3.4,3.0,1.0,1.2,2.4,1.8,0.0,0.0,0.6,0.0,0.4,0.2,0.8,0.4,0.4,1.0,0.4,0.6,1.0,1.0,0.8,1.0,0.8,0.6,0.6,0.4,0.2,0.0,1.2,1.0,0.4,0.4,0.8,0.6,0.4,0.6,0.8,0.6,0.2,0.0,0.6,0.8,0.4,0.2,2.2,2.0,0.6,0.8,1.6,1.2,0.0,0.0,0.6,0.2,0.4,0.8,1.0,1.0,0.8,0.8,7.0,8.2,0.6,0.4,0.2,0.4,0.0,0.4,0.0,0.2,4.2,4.2,1.0,1.0,0.8,0.8,0.4,0.4,2.8,4.0,0.4,0.4,0.0,0.4,0.0,0.2,3.2,2.4,3.8,5.8,0.4,0.2,0.2,0.0,0.0,0.0,1.0,1.0,0.6,0.2,0.2,0.2,0.2,0.0,0.8,0.8,0.4,0.2,0.0,0.0,0.0,0.0,5,8,4,5,1,3
St. Pölten,Juniors OÖ,0.5,1.0,2,1,0,1,0.2,0.0,0.2,0.4,0.6,0.6,1.8,3.2,1.0,1.0,0.8,2.2,0.2,0.0,0.2,0.4,0.2,0.4,0.0,0.8,0.6,0.6,0.0,0.4,1.0,1.0,0.8,1.0,0.0,0.6,0.0,0.6,0.0,0.0,1.2,1.8,0.4,1.0,0.8,0.8,0.2,0.4,0.6,0.4,0.2,0.2,1.0,1.0,0.2,0.6,0.6,1.4,0.6,0.0,0.0,1.4,1.0,0.0,0.4,1.0,0.0,0.0,0.6,1.0,0.0,0.4,9.4,11.8,0.6,1.0,0.6,0.8,0.6,0.8,0.4,0.6,3.6,6.0,0.8,1.0,0.4,1.0,0.4,0.8,5.8,5.8,0.8,1.0,0.8,0.6,0.4,0.6,6.0,5.0,3.4,6.8,0.8,0.8,0.4,0.6,0.4,0.4,0.8,1.0,0.8,0.6,0.2,0.4,0.2,0.2,1.0,1.0,1.0,0.8,0.4,0.4,0.4,0.2,5,3,3,0,2,3
Floridsdorfer AC,Grazer AK,0.125,0.4375,2,1,0,1,0.8,0.6,0.0,0.2,0.2,0.2,2.8,3.6,2.2,2.6,0.6,1.0,0.6,0.4,0.0,0.0,0.8,0.8,0.2,0.2,0.4,0.6,0.4,0.4,1.0,1.0,0.8,1.0,0.8,0.6,0.2,0.6,0.0,0.4,1.6,2.0,1.2,1.4,0.4,0.6,0.6,0.6,0.2,0.0,0.4,0.4,0.8,1.0,0.6,0.6,1.2,1.6,1.0,1.2,0.2,0.4,0.8,0.6,0.2,0.2,0.2,0.2,0.8,1.0,0.4,0.4,11.0,12.6,0.6,1.0,0.6,1.0,0.6,0.8,0.6,0.6,5.4,5.4,0.8,0.8,0.6,0.8,0.6,0.8,5.6,7.2,0.8,1.0,0.4,1.0,0.4,0.6,7.0,5.2,4.0,7.4,0.6,0.8,0.6,0.8,0.6,0.4,1.0,1.0,0.6,1.0,0.6,0.4,0.6,0.0,0.8,0.8,0.8,0.8,0.4,0.6,0.4,0.4,9,6,5,4,4,2
SV Horn II,Austria Wien II,0.8125,0.875,0,1,0,0,0.4,0.4,0.6,0.4,0.0,0.2,2.8,2.2,1.2,1.4,1.6,0.8,0.0,0.2,0.4,0.6,0.6,0.4,0.4,0.0,0.6,0.4,0.6,0.4,1.0,0.8,0.8,0.4,0.6,0.4,0.2,0.4,0.2,0.2,0.8,0.6,0.6,0.2,0.2,0.4,0.8,0.6,0.4,0.8,0.0,0.2,0.8,0.4,0.0,0.2,2.0,1.6,0.6,1.2,1.4,0.4,0.0,0.6,0.4,0.6,0.6,0.2,1.0,0.6,0.6,0.4,8.8,10.4,0.8,0.8,0.8,0.8,0.2,0.4,0.0,0.4,3.4,5.6,0.6,1.0,0.6,0.8,0.2,0.6,5.4,4.8,0.8,0.8,0.6,0.6,0.6,0.4,4.2,3.8,4.6,6.6,0.6,0.4,0.6,0.2,0.4,0.2,0.8,0.8,0.4,0.8,0.2,0.4,0.2,0.2,0.6,0.8,0.4,0.4,0.4,0.4,0.4,0.0,12,2,3,1,9,1
St. Pölten II,Scheiblingkirchen,0.3333333333333333,0.06666666666666667,2,2,1,2,0.2,1.0,0.2,0.0,0.6,0.0,1.8,2.8,0.8,2.6,1.0,0.2,0.4,0.8,0.4,0.0,0.2,0.6,0.2,0.0,0.6,0.2,0.4,0.2,0.6,1.0,0.6,0.6,0.4,0.4,0.2,0.2,0.0,0.2,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.5,6.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,5.5,2.5,1.0,0.5,0.5,0.0,0.5,0.0,4.0,3.5,0.5,0.5,0.5,0.0,0.0,0.0,7.0,3.5,2.5,2.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,62,72,2,4,5,3
Wolfsberger AC II,Gurten,0.47058823529411764,0.11764705882352941,0,0,0,0,0.4,0.4,0.4,0.0,0.2,0.6,3.6,2.8,1.8,1.6,1.8,1.2,0.2,0.2,0.2,0.0,0.4,0.4,0.4,0.2,0.6,0.8,0.4,0.4,1.0,1.0,0.8,0.8,0.6,0.4,0.4,0.2,0.4,0.2,1.8,1.0,0.8,0.4,1.0,0.6,0.4,0.4,0.6,0.6,0.2,0.4,0.8,0.6,0.4,0.4,1.8,1.8,1.0,1.2,0.8,0.6,0.4,0.6,0.4,0.0,0.4,0.4,0.8,1.0,0.6,0.4,13.4,6.0,1.0,0.33,0.8,0.33,0.8,0.33,0.8,0.33,5.8,5.5,1.0,1.0,0.8,1.0,0.8,1.0,7.6,3.5,1.0,0.5,1.0,0.5,0.6,0.5,7.6,2.0,7.6,4.0,1.0,0.0,0.8,0.0,0.4,0.0,1.0,1.0,1.0,1.0,0.6,0.0,0.4,0.0,1.0,1.0,0.8,0.0,0.8,0.0,0.4,0.0,1,1,3,1,1,3
Allerheiligen,Treibach,0.5294117647058824,0.8235294117647058,3,0,2,0,0.2,0.4,0.4,0.4,0.4,0.2,3.2,5.0,1.2,2.6,2.0,2.4,0.0,0.2,0.4,0.0,0.4,0.6,0.6,0.6,0.6,0.8,0.4,0.6,1.0,1.0,1.0,1.0,0.6,0.8,0.6,0.8,0.0,0.6,0.4,2.0,0.4,1.2,0.0,0.8,1.0,0.4,0.6,0.0,0.0,0.6,0.4,1.0,0.0,0.8,2.8,3.0,0.8,1.4,2.0,1.6,0.0,0.2,0.6,0.4,0.4,0.4,1.0,1.0,0.8,0.8,8.2,5.6,0.8,0.4,0.4,0.4,0.0,0.4,0.0,0.4,5.8,5.0,1.0,0.67,1.0,0.67,0.6,0.33,2.4,4.33,0.4,0.67,0.2,0.67,0.0,0.67,3.4,2.4,4.8,3.2,0.6,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.6,0.33,0.6,0.0,0.2,0.0,0.6,0.67,0.2,0.67,0.2,0.67,0.0,0.67,4,4,2,1,2,3
Weiz,Hertha,0.7647058823529411,0.17647058823529413,2,0,1,0,0.4,0.6,0.6,0.2,0.0,0.2,2.6,3.2,0.4,2.2,2.2,1.0,0.4,0.2,0.6,0.2,0.0,0.6,0.4,0.2,0.0,0.6,0.0,0.4,1.0,1.0,0.4,1.0,0.4,0.6,0.4,0.4,0.2,0.2,1.4,1.4,0.0,1.0,1.4,0.4,0.6,0.8,1.0,0.4,0.0,0.0,0.4,0.8,0.4,0.4,1.2,1.8,0.4,1.2,0.8,0.6,0.4,0.4,0.6,0.2,0.0,0.6,1.0,0.8,0.2,0.6,4.25,13.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,0.5,6.0,7.0,1.0,1.0,0.5,1.0,0.5,1.0,2.5,6.0,0.0,0.5,0.0,0.5,0.0,0.5,2.0,6.0,2.25,7.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,62,69,1,1,3,7
