team_a_name,team_b_name,team_a_pos,team_b_pos,team_a_ft_result,team_b_ft_result,team_a_ht_result,team_b_ht_result,team_a_won_perc,team_b_won_perc,team_a_lost_perc,team_b_lost_perc,team_a_draw_perc,team_b_draw_perc,team_a_avg_game_goals,team_b_avg_game_goals,team_a_avg_goals_scored,team_b_avg_goals_scored,team_a_avg_goals_conc,team_b_avg_goals_conc,team_a_clean_sheet,team_b_clean_sheet,team_a_failed_to_score,team_b_failed_to_score,team_a_o1_team,team_b_o1_team,team_a_o1_team_ag,team_b_o1_team_ag,team_a_btts,team_b_btts,team_a_btts_02,team_b_btts_02,team_a_o0,team_b_o0,team_a_o1,team_b_o1,team_a_02,team_b_02,team_a_o3,team_b_o3,team_a_o4,team_b_o4,team_a_avg_goals_fh,team_b_avg_goals_fh,team_a_avg_goals_fh_scored,team_b_avg_goals_fh_scored,team_a_avg_goals_fh_conc,team_b_avg_goals_fh_conc,team_a_cs_fh,team_b_cs_fh,team_a_fts_fh,team_b_fts_fh,team_a_btts_fh,team_b_btts_fh,team_a_o0_fh,team_b_o0_fh,team_a_o1_fh,team_b_o1_fh,team_a_avg_goals_sh,team_b_avg_goals_sh,team_a_avg_goals_sh_scored,team_b_avg_goals_sh_scored,team_a_avg_goals_sh_conc,team_b_avg_goals_sh_conc,team_a_cs_sh,team_b_cs_sh,team_a_fts_sh,team_b_fts_sh,team_a_btts_sh,team_b_btts_sh,team_a_o0_sh,team_b_o0_sh,team_a_o1_sh,team_b_o1_sh,team_a_avg_game_corners,team_b_avg_game_corners,team_a_o7_game_corners,team_b_o7_game_corners,team_a_o8_game_corners,team_b_o8_game_corners,team_a_o9_game_corners,team_b_o9_game_corners,team_a_o10_game_corners,team_b_o10_game_corners,team_a_avg_game_corners_fh,team_b_avg_game_corners_fh,team_a_o2_corners_fh,team_b_o2_corners_fh,team_a_o3_corners_fh,team_b_o3_corners_fh,team_a_o4_corners_fh,team_b_o4_corners_fh,team_a_avg_game_corners_sh,team_b_avg_game_corners_sh,team_a_o3_corners_sh,team_b_o3_corners_sh,team_a_o4_corners_sh,team_b_o4_corners_sh,team_a_o5_corners_sh,team_b_o5_corners_sh,team_a_avg_corners_for,team_b_avg_corners_for,team_a_avg_corners_ag,team_b_avg_corners_ag,team_a_o3_team_corners,team_b_o3_team_corners,team_a_o4_team_corners,team_b_o4_team_corners,team_a_o5_team_corners,team_b_o5_team_corners,team_a_o0_team_corners_fh,team_b_o0_team_corners_fh,team_a_o1_team_corners_fh,team_b_o1_team_corners_fh,team_a_o2_team_corners_fh,team_b_o2_team_corners_fh,team_a_o3_team_corners_fh,team_b_o3_team_corners_fh,team_a_o0_team_corners_sh,team_b_o0_team_corners_sh,team_a_o1_team_corners_sh,team_b_o1_team_corners_sh,team_a_o2_team_corners_sh,team_b_o2_team_corners_sh,team_a_o3_team_corners_sh,team_b_o3_team_corners_sh,team_a_corners_result,team_b_corners_result,team_a_corners_result_fh,team_b_corners_result_fh,team_a_corners_result_sh,team_b_corners_result_sh
Montpellier,Reims,0.55,0.65,0,0,0,0,0.2,0.4,0.6,0.6,0.2,0.0,3.0,2.0,1.2,0.6,1.8,1.4,0.2,0.2,0.4,0.6,0.4,0.2,0.6,0.2,0.6,0.2,0.6,0.2,0.8,1.0,0.6,0.4,0.6,0.4,0.4,0.2,0.4,0.0,1.4,0.6,0.8,0.2,0.6,0.4,0.6,0.6,0.6,0.8,0.4,0.0,0.4,0.6,0.4,0.0,1.6,1.4,0.4,0.4,1.2,1.0,0.2,0.4,0.6,0.8,0.4,0.2,0.8,0.6,0.6,0.4,11.8,10.4,1.0,0.8,0.8,0.8,0.8,0.6,0.6,0.4,6.2,4.6,0.8,1.0,0.8,0.6,0.8,0.4,5.6,5.8,0.6,0.8,0.6,0.8,0.6,0.8,7.6,2.6,4.2,7.8,1.0,0.2,1.0,0.2,0.8,0.0,1.0,0.6,1.0,0.2,0.8,0.0,0.8,0.0,1.0,0.6,0.6,0.6,0.4,0.2,0.4,0.2,9,6,4,2,5,4
Nantes,Angers SCO,0.45,0.7,1,1,0,1,0.8,0.0,0.2,0.8,0.0,0.2,2.8,3.0,2.0,0.8,0.8,2.2,0.4,0.2,0.2,0.6,0.6,0.4,0.2,0.6,0.4,0.4,0.4,0.4,1.0,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.2,0.4,1.2,1.4,1.0,0.4,0.2,1.0,0.8,0.2,0.4,0.8,0.0,0.2,0.8,0.8,0.2,0.2,1.6,1.6,1.0,0.4,0.6,1.2,0.6,0.4,0.6,0.8,0.2,0.2,0.6,0.6,0.4,0.4,11.8,9.8,1.0,0.8,1.0,0.6,1.0,0.4,0.6,0.4,5.8,5.2,1.0,1.0,1.0,0.8,0.6,0.4,6.0,4.6,1.0,1.0,0.8,0.6,0.6,0.0,6.0,3.4,5.8,6.4,1.0,0.4,1.0,0.4,0.6,0.2,1.0,0.8,1.0,0.4,0.8,0.4,0.6,0.2,1.0,0.8,0.8,0.6,0.6,0.2,0.2,0.0,14,5,8,1,6,4
Troyes,Strasbourg,0.75,0.3,1,1,0,0,0.4,0.2,0.2,0.2,0.4,0.6,1.0,2.8,0.6,1.4,0.4,1.4,0.6,0.4,0.4,0.2,0.0,0.4,0.0,0.4,0.2,0.6,0.0,0.4,0.8,0.8,0.2,0.6,0.0,0.4,0.0,0.4,0.0,0.2,0.6,1.8,0.2,0.8,0.4,1.0,0.6,0.6,0.8,0.4,0.0,0.4,0.6,0.6,0.0,0.4,0.4,1.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,0.6,0.0,0.4,0.4,0.4,0.0,0.4,11.6,7.2,1.0,0.4,1.0,0.2,0.8,0.2,0.8,0.2,4.6,3.4,1.0,0.6,0.8,0.4,0.6,0.2,6.8,3.8,1.0,0.8,1.0,0.2,1.0,0.0,5.8,3.8,5.8,3.4,1.0,0.6,0.8,0.2,0.6,0.0,1.0,0.8,0.8,0.6,0.2,0.6,0.2,0.2,1.0,0.8,1.0,0.4,0.8,0.2,0.4,0.2,5,9,2,4,3,5
Olympique Lyonnais,Bordeaux,0.5,0.95,6,1,3,0,0.6,0.0,0.4,0.6,0.0,0.4,3.4,3.0,1.8,0.6,1.6,2.4,0.2,0.2,0.2,0.6,0.8,0.2,0.4,0.6,0.6,0.4,0.6,0.2,1.0,0.8,0.8,0.8,0.6,0.6,0.4,0.4,0.4,0.4,1.4,1.6,0.4,0.4,1.0,1.2,0.4,0.2,0.6,0.6,0.0,0.4,1.0,0.8,0.2,0.4,2.0,1.4,1.4,0.2,0.6,1.2,0.6,0.6,0.2,0.8,0.4,0.0,0.8,0.6,0.6,0.4,9.2,9.2,0.8,0.8,0.8,0.6,0.8,0.4,0.2,0.4,5.2,4.0,1.0,0.8,1.0,0.6,0.8,0.4,4.0,5.2,0.8,0.8,0.6,0.8,0.0,0.6,6.4,3.6,2.8,5.6,1.0,0.6,0.6,0.2,0.6,0.2,1.0,0.8,1.0,0.8,0.8,0.6,0.4,0.2,1.0,0.8,0.8,0.4,0.6,0.0,0.4,0.0,3,5,2,2,1,3
Paris Saint Germain,Olympique Marseille,0.05,0.1,2,1,2,1,1.0,0.6,0.0,0.2,0.0,0.2,3.6,3.8,3.2,2.4,0.4,1.4,0.6,0.0,0.0,0.0,0.8,0.6,0.0,0.4,0.4,1.0,0.4,0.8,1.0,1.0,0.8,1.0,0.8,0.8,0.6,0.4,0.2,0.4,1.2,1.2,1.0,1.0,0.2,0.2,0.8,0.8,0.2,0.0,0.2,0.2,0.8,1.0,0.4,0.2,2.4,2.6,2.2,1.4,0.2,1.2,0.8,0.0,0.0,0.4,0.2,0.6,1.0,1.0,0.8,0.8,8.6,9.6,0.6,0.8,0.4,0.8,0.4,0.8,0.4,0.6,5.0,5.8,1.0,0.8,0.8,0.8,0.8,0.8,3.6,3.6,0.4,0.6,0.4,0.2,0.2,0.2,6.4,6.8,2.2,2.8,0.6,0.8,0.6,0.8,0.4,0.8,1.0,1.0,1.0,1.0,0.8,0.8,0.4,0.6,0.6,1.0,0.6,0.8,0.4,0.2,0.4,0.2,3,4,3,2,0,2
DSC Arminia Bielefeld,FC Bayern München,0.9444444444444444,0.05555555555555555,0,3,0,2,0.2,0.6,0.2,0.2,0.6,0.2,2.0,3.8,1.0,2.4,1.0,1.4,0.2,0.2,0.2,0.0,0.2,0.6,0.2,0.2,0.6,0.8,0.2,0.6,1.0,1.0,0.6,0.8,0.2,0.6,0.2,0.6,0.0,0.6,1.0,1.8,0.4,0.8,0.6,1.0,0.4,0.6,0.6,0.4,0.4,0.4,0.6,0.6,0.4,0.6,1.0,2.0,0.6,1.6,0.4,0.4,0.6,0.6,0.4,0.2,0.2,0.4,0.8,0.8,0.2,0.4,9.8,10.8,0.8,0.8,0.4,0.8,0.4,0.8,0.2,0.6,5.4,6.0,1.0,1.0,0.8,1.0,0.8,0.8,4.4,4.8,0.6,0.8,0.4,0.4,0.2,0.2,5.2,8.0,4.6,2.8,0.8,1.0,0.8,1.0,0.6,1.0,1.0,1.0,0.8,1.0,0.8,1.0,0.4,0.8,1.0,1.0,0.8,1.0,0.2,0.6,0.0,0.4,5,4,3,2,2,2
FC Union Berlin,Eintracht Frankfurt,0.4444444444444444,0.5555555555555556,2,0,2,0,0.6,0.4,0.2,0.2,0.2,0.4,2.6,2.6,1.4,1.6,1.2,1.0,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.6,0.6,0.4,0.4,1.0,0.8,0.8,0.6,0.6,0.4,0.2,0.4,0.0,0.4,1.2,1.0,0.6,0.6,0.6,0.4,0.6,0.6,0.4,0.4,0.2,0.4,0.8,0.6,0.4,0.4,1.4,1.6,0.8,1.0,0.6,0.6,0.4,0.4,0.4,0.6,0.2,0.4,1.0,0.6,0.2,0.4,7.0,10.2,0.4,0.6,0.0,0.6,0.0,0.6,0.0,0.6,3.2,5.2,0.6,0.8,0.6,0.6,0.0,0.6,3.8,5.0,0.6,0.8,0.2,0.8,0.2,0.4,3.4,6.6,5.2,3.6,0.2,0.6,0.2,0.6,0.2,0.6,0.6,1.0,0.0,1.0,0.0,0.6,0.0,0.4,0.8,0.8,0.4,0.6,0.0,0.6,0.0,0.4,4,3,3,2,0,1
TSG Hoffenheim,SpVgg Greuther Fürth,0.3888888888888889,1.0,0,0,0,0,0.4,0.0,0.4,0.6,0.2,0.4,3.0,3.4,1.6,1.0,1.4,2.4,0.2,0.2,0.0,0.2,0.6,0.2,0.4,0.8,0.8,0.8,0.6,0.8,1.0,0.8,1.0,0.8,0.6,0.8,0.2,0.6,0.2,0.4,1.2,1.2,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.4,0.4,1.8,2.2,1.0,0.4,0.8,1.8,0.4,0.2,0.2,0.6,0.6,0.4,0.8,0.8,0.6,0.8,12.0,8.2,1.0,0.8,1.0,0.6,1.0,0.2,0.8,0.0,7.4,3.6,1.0,0.8,1.0,0.4,1.0,0.2,4.6,4.6,0.8,0.6,0.4,0.6,0.4,0.4,7.4,3.6,4.6,4.6,0.8,0.6,0.8,0.4,0.6,0.2,1.0,0.8,0.8,0.6,0.8,0.4,0.6,0.2,0.8,0.6,0.6,0.6,0.6,0.2,0.4,0.0,10,1,5,0,5,1
Bayer 04 Leverkusen,RB Leipzig,0.16666666666666666,0.2222222222222222,0,1,0,0,0.8,0.8,0.2,0.2,0.0,0.0,3.8,5.0,2.8,3.8,1.0,1.2,0.2,0.2,0.2,0.0,0.8,0.8,0.2,0.2,0.6,0.8,0.6,0.8,1.0,1.0,0.8,0.8,0.8,0.8,0.4,0.8,0.4,0.8,1.4,2.2,1.2,1.6,0.2,0.6,0.8,0.6,0.2,0.2,0.2,0.4,0.8,0.8,0.4,0.6,2.4,2.8,1.6,2.2,0.8,0.6,0.4,0.4,0.4,0.0,0.4,0.6,0.8,1.0,0.6,0.8,9.2,6.8,0.6,0.4,0.6,0.4,0.4,0.4,0.2,0.4,4.8,3.6,0.8,0.4,0.6,0.4,0.4,0.2,4.4,3.2,0.6,0.4,0.6,0.2,0.2,0.2,7.0,3.4,2.2,3.4,0.8,0.4,0.8,0.4,0.8,0.2,1.0,0.6,0.8,0.2,0.6,0.2,0.4,0.2,1.0,0.6,1.0,0.4,0.8,0.2,0.4,0.2,7,1,2,0,5,1
Granada,Levante,0.8,1.0,1,4,0,1,0.0,0.2,0.6,0.6,0.4,0.2,2.4,2.8,0.6,0.8,1.8,2.0,0.2,0.2,0.6,0.2,0.2,0.0,0.6,0.6,0.4,0.6,0.4,0.4,0.8,1.0,0.6,0.8,0.4,0.6,0.4,0.4,0.2,0.0,1.0,0.6,0.0,0.0,1.0,0.6,0.4,0.6,1.0,1.0,0.0,0.0,0.6,0.4,0.4,0.2,1.4,2.2,0.6,0.8,0.8,1.4,0.6,0.2,0.6,0.2,0.2,0.6,0.6,1.0,0.6,0.6,7.4,7.8,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.0,1.8,3.8,0.4,0.6,0.2,0.6,0.0,0.6,5.6,4.0,1.0,0.6,0.8,0.4,0.4,0.4,4.2,4.0,3.2,3.8,0.6,0.4,0.4,0.4,0.2,0.2,0.6,0.8,0.0,0.6,0.0,0.2,0.0,0.2,0.8,1.0,0.8,0.4,0.6,0.4,0.4,0.4,13,2,5,2,8,0
Atlético Madrid,Espanyol,0.2,0.55,2,1,0,0,0.8,0.0,0.2,0.6,0.0,0.4,3.6,3.2,2.4,1.0,1.2,2.2,0.2,0.0,0.2,0.2,0.8,0.2,0.2,0.6,0.6,0.8,0.6,0.6,1.0,1.0,0.8,0.8,0.6,0.6,0.4,0.4,0.4,0.2,2.0,1.4,1.2,0.4,0.8,1.0,0.6,0.6,0.2,0.6,0.4,0.2,0.8,0.6,0.4,0.4,1.6,1.8,1.2,0.6,0.4,1.2,0.6,0.2,0.2,0.4,0.2,0.6,1.0,0.8,0.2,0.6,8.8,8.4,0.8,0.6,0.6,0.4,0.2,0.4,0.2,0.2,4.0,4.0,0.6,0.8,0.6,0.6,0.4,0.2,4.8,4.4,0.4,0.6,0.4,0.4,0.4,0.4,4.4,2.0,4.4,6.4,0.8,0.0,0.8,0.0,0.2,0.0,0.6,0.8,0.4,0.4,0.4,0.0,0.2,0.0,0.8,0.6,0.6,0.2,0.4,0.0,0.4,0.0,6,3,3,2,3,1
Athletic Club,Celta de Vigo,0.4,0.6,0,2,0,2,0.8,0.0,0.0,0.6,0.2,0.4,3.2,1.6,2.4,0.4,0.8,1.2,0.2,0.2,0.0,0.8,0.8,0.2,0.0,0.4,0.8,0.2,0.6,0.2,1.0,0.8,1.0,0.4,0.8,0.2,0.4,0.2,0.0,0.0,1.2,0.6,0.8,0.4,0.4,0.2,0.6,0.8,0.4,0.8,0.4,0.0,0.6,0.4,0.4,0.2,2.0,1.0,1.6,0.0,0.4,1.0,0.6,0.2,0.4,1.0,0.4,0.0,0.6,0.8,0.6,0.2,9.2,8.6,0.8,0.4,0.6,0.4,0.6,0.4,0.2,0.4,5.0,3.4,1.0,0.8,0.8,0.6,0.6,0.2,4.2,5.2,0.8,0.6,0.4,0.4,0.2,0.4,6.0,4.2,3.2,4.4,1.0,0.4,0.8,0.4,0.6,0.4,1.0,0.6,1.0,0.4,0.6,0.4,0.6,0.0,0.8,0.8,0.8,0.8,0.8,0.6,0.4,0.2,5,4,3,1,2,3
Sevilla,Real Madrid,0.15,0.05,2,3,2,0,0.6,0.6,0.0,0.2,0.4,0.2,3.0,1.6,2.0,1.2,1.0,0.4,0.4,0.6,0.2,0.4,0.8,0.4,0.4,0.0,0.6,0.2,0.6,0.2,0.8,0.8,0.8,0.4,0.6,0.4,0.4,0.0,0.2,0.0,1.2,0.4,0.6,0.2,0.6,0.2,0.6,0.8,0.6,0.8,0.2,0.0,0.6,0.4,0.6,0.0,1.8,1.2,1.4,1.0,0.4,0.2,0.6,0.8,0.4,0.4,0.2,0.2,0.8,0.6,0.6,0.4,10.2,10.0,0.8,0.6,0.6,0.6,0.4,0.6,0.2,0.6,4.0,4.8,1.0,1.0,0.6,0.8,0.2,0.4,6.2,5.2,0.8,0.6,0.8,0.6,0.6,0.2,7.4,6.0,2.8,4.0,1.0,0.6,0.8,0.6,0.6,0.6,1.0,0.8,0.8,0.8,0.8,0.6,0.4,0.4,1.0,1.0,0.8,0.8,0.8,0.6,0.6,0.4,0,4,0,1,0,3
Laçi,Dinamo Tirana,0.2,0.9,2,1,1,0,0.4,0.2,0.2,0.8,0.4,0.0,1.0,1.6,0.8,0.4,0.2,1.2,0.8,0.2,0.6,0.6,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.6,1.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.2,0.0,0.4,1.0,0.6,0.8,0.8,0.0,0.0,0.2,0.6,0.2,0.0,0.6,1.0,0.4,0.2,0.2,0.8,0.8,0.4,0.6,0.8,0.0,0.2,0.6,0.6,0.0,0.4,9.0,5.5,0.6,0.5,0.6,0.5,0.6,0.5,0.2,0.25,3.4,5.0,0.6,1.0,0.6,1.0,0.2,1.0,5.6,6.0,1.0,1.0,0.6,1.0,0.4,0.5,4.8,3.0,4.2,2.5,0.6,0.5,0.6,0.5,0.4,0.5,0.8,1.0,0.8,1.0,0.2,1.0,0.2,0.0,1.0,1.0,0.6,1.0,0.6,1.0,0.4,0.0,5,6,0,4,5,2
Partizani Tirana,Skënderbeu Korçë,0.4,1.0,0,0,0,0,0.6,0.0,0.0,0.6,0.4,0.4,3.6,1.6,2.6,0.4,1.0,1.2,0.2,0.4,0.0,0.8,0.8,0.2,0.2,0.4,0.8,0.2,0.6,0.2,1.0,0.6,1.0,0.4,0.8,0.2,0.6,0.2,0.2,0.2,1.4,0.8,0.8,0.0,0.6,0.8,0.4,0.4,0.4,1.0,0.2,0.0,1.0,0.6,0.4,0.2,2.2,0.8,1.8,0.4,0.4,0.4,0.6,0.6,0.0,0.8,0.4,0.2,1.0,0.4,0.8,0.2,8.75,8.75,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.25,3.75,3.5,0.5,0.75,0.5,0.5,0.5,0.25,5.0,5.25,0.75,0.75,0.75,0.5,0.5,0.25,4.75,4.0,4.0,4.75,0.75,0.5,0.25,0.25,0.25,0.25,0.75,0.75,0.5,0.5,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.5,0.25,0.25,0.25,0.25,7,4,4,1,3,3
MC Alger,NA Hussein Dey,0.2777777777777778,0.8888888888888888,2,0,2,0,0.4,0.0,0.2,0.8,0.4,0.2,3.2,2.0,2.2,0.6,1.0,1.4,0.4,0.2,0.4,0.6,0.4,0.2,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.8,0.6,0.4,0.6,0.4,0.2,0.2,0.2,0.2,1.8,1.2,1.2,0.4,0.6,0.8,0.4,0.4,0.4,0.6,0.6,0.2,0.6,0.8,0.6,0.2,1.4,0.8,1.0,0.2,0.4,0.6,0.6,0.6,0.6,0.8,0.2,0.2,0.6,0.4,0.2,0.4,8.25,9.25,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,3.0,4.5,0.5,0.75,0.5,0.75,0.25,0.75,5.25,4.75,1.0,0.5,0.75,0.5,0.5,0.5,4.5,4.25,3.75,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.75,0.0,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.25,1,4,0,1,1,3
MC Oran,USM Alger,0.6666666666666666,0.3888888888888889,2,1,1,0,0.6,0.2,0.2,0.2,0.2,0.6,1.6,1.6,1.0,0.8,0.6,0.8,0.4,0.4,0.4,0.6,0.4,0.2,0.0,0.2,0.4,0.4,0.4,0.2,0.8,0.6,0.4,0.6,0.4,0.2,0.0,0.2,0.0,0.0,0.8,0.8,0.6,0.4,0.2,0.4,0.8,0.6,0.6,0.6,0.0,0.2,0.6,0.6,0.2,0.2,0.8,0.8,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.2,0.0,0.6,0.6,0.2,0.2,10.4,11.0,0.8,1.0,0.6,0.75,0.4,0.5,0.4,0.5,4.8,5.0,1.0,1.0,0.6,1.0,0.6,0.75,5.6,6.0,0.8,0.75,0.6,0.75,0.6,0.5,5.8,6.75,4.6,4.25,0.8,0.75,0.6,0.75,0.6,0.5,1.0,1.0,0.8,1.0,0.4,0.75,0.4,0.5,0.6,1.0,0.6,0.75,0.6,0.5,0.6,0.5,6,4,3,2,3,2
Deportivo Maipú,Chacarita Juniors,0.2972972972972973,0.13513513513513514,1,1,1,0,0.5,0.6,0.0,0.4,0.5,0.0,2.25,3.2,1.5,1.6,0.75,1.6,0.25,0.2,0.0,0.2,0.25,0.6,0.0,0.4,0.75,0.6,0.25,0.6,1.0,1.0,0.75,0.8,0.25,0.6,0.25,0.4,0.0,0.2,1.0,2.2,0.5,1.4,0.5,0.8,0.5,0.2,0.5,0.2,0.5,0.6,0.5,1.0,0.5,0.6,1.25,1.0,1.0,0.2,0.25,0.8,0.75,0.6,0.25,0.8,0.25,0.2,0.75,0.4,0.5,0.2,10.0,7.2,0.75,0.4,0.75,0.4,0.75,0.0,0.75,0.0,4.75,3.0,1.0,0.8,1.0,0.2,0.75,0.0,5.25,4.2,0.75,0.6,0.75,0.4,0.75,0.4,6.0,3.8,4.0,3.4,1.0,0.6,0.75,0.2,0.75,0.0,1.0,0.8,1.0,0.4,0.5,0.2,0.25,0.0,1.0,1.0,0.75,0.8,0.75,0.4,0.5,0.2,0,3,0,1,0,2
Almagro,Atlético Rafaela,0.5405405405405406,0.5945945945945946,3,1,3,1,0.4,0.0,0.6,0.8,0.0,0.2,2.0,1.4,0.8,0.2,1.2,1.2,0.2,0.2,0.4,0.8,0.2,0.0,0.2,0.4,0.4,0.2,0.4,0.2,1.0,0.8,0.4,0.4,0.4,0.2,0.2,0.0,0.0,0.0,1.2,0.4,0.4,0.2,0.8,0.2,0.6,0.8,0.6,0.8,0.2,0.0,0.6,0.4,0.2,0.0,0.8,1.0,0.4,0.0,0.4,1.0,0.6,0.2,0.6,1.0,0.2,0.0,0.6,0.8,0.2,0.2,8.6,8.8,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.4,3.2,3.6,0.6,0.6,0.6,0.4,0.2,0.4,5.4,5.2,0.8,0.8,0.4,0.6,0.4,0.6,5.2,1.8,3.4,7.0,0.6,0.0,0.6,0.0,0.4,0.0,1.0,0.4,0.8,0.2,0.0,0.2,0.0,0.0,1.0,0.6,0.6,0.2,0.6,0.2,0.4,0.0,1,2,1,1,0,1
Wellington Phoenix,Central Coast Mariners,0.4166666666666667,0.6666666666666666,0,4,0,1,0.6,0.0,0.2,0.4,0.2,0.6,3.8,3.2,1.8,1.4,2.0,1.8,0.2,0.2,0.2,0.2,0.6,0.6,0.4,0.8,0.6,0.8,0.4,0.8,1.0,0.8,1.0,0.8,0.8,0.8,0.4,0.6,0.4,0.2,1.4,1.0,1.0,0.6,0.4,0.4,0.6,0.6,0.2,0.4,0.2,0.2,1.0,0.8,0.2,0.2,2.4,2.2,0.8,0.8,1.6,1.4,0.2,0.2,0.4,0.4,0.4,0.6,1.0,0.8,0.8,0.8,9.8,12.2,0.8,1.0,0.8,1.0,0.4,0.8,0.4,0.4,3.4,6.0,0.6,1.0,0.6,1.0,0.2,0.6,6.4,6.2,1.0,1.0,1.0,1.0,0.6,0.6,4.4,4.8,5.4,7.4,0.8,0.8,0.2,0.4,0.2,0.4,1.0,0.8,0.4,0.6,0.2,0.2,0.0,0.0,1.0,1.0,0.6,1.0,0.4,0.8,0.2,0.4,12,4,6,3,6,1
Sturm Graz,Rapid Vienna,0.3333333333333333,0.5,2,1,1,0,0.6,0.6,0.0,0.2,0.4,0.2,2.8,3.2,2.0,2.0,0.8,1.2,0.4,0.2,0.0,0.0,0.6,0.8,0.2,0.4,0.6,0.8,0.4,0.8,1.0,1.0,0.8,1.0,0.6,0.8,0.4,0.4,0.0,0.0,1.4,2.0,0.8,1.2,0.6,0.8,0.4,0.2,0.4,0.2,0.6,0.6,0.6,1.0,0.6,0.8,1.4,1.2,1.2,0.8,0.2,0.4,0.8,0.6,0.2,0.2,0.2,0.4,0.8,0.8,0.4,0.4,10.8,10.4,1.0,1.0,0.8,0.8,0.6,0.8,0.6,0.4,5.6,4.0,1.0,1.0,1.0,0.6,0.6,0.4,5.2,4.8,0.6,0.6,0.6,0.6,0.6,0.4,6.4,5.0,4.4,5.4,1.0,0.6,0.8,0.6,0.6,0.4,0.8,0.6,0.8,0.4,0.6,0.4,0.6,0.2,1.0,0.8,0.8,0.8,0.4,0.6,0.2,0.4,7,6,2,2,5,4
Austria Wien,Salzburg,0.6666666666666666,0.16666666666666666,1,2,0,0,0.6,0.6,0.2,0.2,0.2,0.2,2.6,3.4,1.6,2.6,1.0,0.8,0.4,0.4,0.0,0.2,0.6,0.6,0.2,0.2,0.6,0.6,0.4,0.6,1.0,0.8,0.8,0.8,0.4,0.8,0.2,0.4,0.2,0.4,1.6,1.2,0.8,0.8,0.8,0.4,0.4,0.6,0.4,0.6,0.4,0.0,0.8,0.8,0.4,0.2,1.0,2.2,0.8,1.8,0.2,0.4,0.8,0.6,0.2,0.2,0.0,0.4,1.0,0.8,0.0,0.8,8.4,8.8,0.4,0.8,0.4,0.6,0.4,0.2,0.4,0.2,3.6,4.6,0.8,1.0,0.4,0.8,0.2,0.6,4.8,4.2,0.4,0.4,0.4,0.4,0.4,0.2,5.2,6.0,3.2,2.8,0.4,0.6,0.4,0.6,0.4,0.6,0.8,1.0,0.6,0.6,0.4,0.6,0.4,0.4,1.0,1.0,0.4,1.0,0.4,0.4,0.2,0.4,4,8,0,3,4,5
Wolfsberger AC,Austria Klagenfurt,0.8333333333333334,1.0,1,2,1,2,0.6,0.2,0.4,0.4,0.0,0.4,2.8,2.8,1.4,1.0,1.4,1.8,0.4,0.2,0.2,0.2,0.4,0.2,0.4,0.6,0.4,0.6,0.4,0.4,1.0,1.0,0.8,0.8,0.6,0.6,0.2,0.4,0.2,0.0,1.4,1.2,0.4,0.4,1.0,0.8,0.4,0.4,0.6,0.6,0.2,0.2,0.8,0.8,0.4,0.2,1.4,1.6,1.0,0.6,0.4,1.0,0.6,0.2,0.2,0.6,0.2,0.2,1.0,1.0,0.4,0.4,10.0,11.6,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.8,3.6,4.4,1.0,0.8,0.6,0.8,0.0,0.4,6.4,7.2,0.8,0.8,0.8,0.8,0.8,0.8,3.6,4.2,6.4,7.4,0.4,0.4,0.2,0.4,0.0,0.2,1.0,0.8,0.8,0.8,0.2,0.2,0.0,0.0,1.0,1.0,0.4,0.6,0.2,0.4,0.0,0.2,4,5,1,1,3,4
